text,label,clean_text,finbert_label
"The GOP's odds for taking back control of the Senate have fallen significantly this month. They’re down to around 63%, off from nearly 80% in mid-June.  https://t.co/L6eoWuR7LA",16,the gops odds for taking back control of the senate have fallen significantly this month theyre down to around 63 off from nearly 80 in midjune  ,2
$OP (-4.2% pre) Form 424B3 OceanPal Inc.   https://t.co/R3O1qt1pJP,19,op 42 pre form 424b3 oceanpal inc   ,0
$PRTG - Portage Biotech rises after getting full ownership of its anti-cancer agonist platform  https://t.co/Q0JbIOTMQf,19,prtg  portage biotech rises after getting full ownership of its anticancer agonist platform  ,0
$CCL $H $BAC - Travel stocks shoot higher after BofA says consumers are still spending  https://t.co/cLuU0AArIb,19,ccl h bac  travel stocks shoot higher after bofa says consumers are still spending  ,1
Bank of New York Mellon UK Regulatory Announcement: FRN Variable Rate Fix  https://t.co/Uh75T8lQCd  https://t.co/Zw3ot38Gr1,2,bank of new york mellon uk regulatory announcement frn variable rate fix    ,0
The Philippines’ unexpected 75-basis-point rate hike is delivered in a way that might surprise some central bank watchers: via a four-minute live video on Facebook  https://t.co/5cx8FEF4Ez,1,the philippines unexpected 75basispoint rate hike is delivered in a way that might surprise some central bank watchers via a fourminute live video on facebook  ,0
@EgnorRobert lol,9,egnorrobert lol,0
"United Rentals, Inc. Second Quarter 2022 Conference Call and Audio Webcast  https://t.co/wkY0ojG2Gn  https://t.co/6AhMHQHrV4",5,united rentals inc second quarter 2022 conference call and audio webcast    ,0
Hot inflation fuels bets on supersized Fed rate hike   https://t.co/5rM4nUIILH,1,hot inflation fuels bets on supersized fed rate hike   ,1
Italian PM Draghi: Italy Govt Wants To Push Forward With Minimum Wage Scheme,14,italian pm draghi italy govt wants to push forward with minimum wage scheme,0
The euro rallies as traders raised bets on the scale of future policy tightening by the European Central Bank after it raised borrowing costs by more than expected  https://t.co/XWCLy96kYd,8,the euro rallies as traders raised bets on the scale of future policy tightening by the european central bank after it raised borrowing costs by more than expected  ,2
Inflation is so high it's a meme  https://t.co/eAMDDcmd4J,14,inflation is so high its a meme  ,0
ECB publishes indicative calendars for the Eurosystem’s regular tender operations and reserve maintenance periods in 2023  https://t.co/l8xX13L9Qd,1,ecb publishes indicative calendars for the eurosystems regular tender operations and reserve maintenance periods in 2023  ,0
WATCH: Major U.S. stock indexes ended an up-and-down session with declines as investor worries crept higher ahead of a U.S. consumer price index report  https://t.co/jLMzvkOJPn  https://t.co/ylh23SyEFU,15,watch major us stock indexes ended an upanddown session with declines as investor worries crept higher ahead of a us consumer price index report    ,2
"Trump spoke twice the day before the Jan. 6 riot with Steve Bannon, his polarizing former political strategist, according to committee member Stephanie Murphy, a Florida Democrat  Latest updates:  https://t.co/3shkT8X95y  https://t.co/cE0A4GIGAL",16,trump spoke twice the day before the jan 6 riot with steve bannon his polarizing former political strategist according to committee member stephanie murphy a florida democrat  latest updates    ,0
"The Nord Stream 1 pipeline that transports gas from Russia to Germany has shut for planned maintenance, prompting concerns about gas supplies if the outage is extended. What are Europe's energy alternatives if Russian gas flows stop?  https://t.co/52JuXsf0AH  https://t.co/zhY55DnERt",6,the nord stream 1 pipeline that transports gas from russia to germany has shut for planned maintenance prompting concerns about gas supplies if the outage is extended what are europes energy alternatives if russian gas flows stop    ,2
"More debt defaults are going to roll across emerging markets because countries can’t cope with the sudden increase in borrowing costs, according to Man Group, which runs one of the best-performing funds in the industry  https://t.co/KqbWlKwksZ",3,more debt defaults are going to roll across emerging markets because countries cant cope with the sudden increase in borrowing costs according to man group which runs one of the bestperforming funds in the industry  ,1
$SMCI: Super Micro Computer guides Q4 (Jun) earnings and revs well ahead of consensus due to customer design wins...  https://t.co/pVKqUA2XQa,7,smci super micro computer guides q4 jun earnings and revs well ahead of consensus due to customer design wins  ,1
$SPY trimmed $1.45 up 45% holding half with stop $1.30  🚨🔥,19,spy trimmed 145 up 45 holding half with stop 130  ,0
"$BTC-USD $FTT-USD $ETH-USD - BlockFi CEO: We're a Goldman of crypto, not a Lehman Brothers; crypto will survive this downturn  https://t.co/scsPpIn7pE",18,btcusd fttusd ethusd  blockfi ceo were a goldman of crypto not a lehman brothers crypto will survive this downturn  ,2
Wall Street and Washington are loudly debating whether the US economy can escape a recession — but that monumental judgment will be made by eight eminent economists meeting quietly and far from public view  https://t.co/LcrAjUGBy0,9,wall street and washington are loudly debating whether the us economy can escape a recession  but that monumental judgment will be made by eight eminent economists meeting quietly and far from public view  ,0
U.S. ECONOMY IN A SNAPSHOT July 2022  Our monthly “snapshot” of factors affecting the U.S. economy is out; we’re tweeting five charts. Follow the links for more.  Web:  https://t.co/XAK7K7Km7H PDF:  https://t.co/l3cLe9B4KQ  https://t.co/5bvix9W93o,14,us economy in a snapshot july 2022  our monthly snapshot of factors affecting the us economy is out were tweeting five charts follow the links for more  web   pdf    ,0
U.S. COMMERCE SECRETARY RAIMONDO: PARED-DOWN CHINA COMPETITION BILL COULD BE ACCEPTABLE TO ADMINISTRATION,14,us commerce secretary raimondo pareddown china competition bill could be acceptable to administration,0
Meta CEO Mark Zuckerberg and COO Sheryl Sandberg will testify in a lawsuit claiming Facebook illegally shared user data with research firm Cambridge Analytica  https://t.co/FTeSHz1p9o,12,meta ceo mark zuckerberg and coo sheryl sandberg will testify in a lawsuit claiming facebook illegally shared user data with research firm cambridge analytica  ,2
"Ryan Acquires Paradigm Tax Group, Expanding Property Tax Management Services Across the United States  https://t.co/RSZGIsydr9  https://t.co/OYLFfwyvNG",13,ryan acquires paradigm tax group expanding property tax management services across the united states    ,0
"Investing Club: Morgan Stanley's dividend, buyback pay us for our patience after quarterly missteps  https://t.co/6uFVcvkxGN",4,investing club morgan stanleys dividend buyback pay us for our patience after quarterly missteps  ,2
$BKD: Brookdale Senior Living reports that June month end occupancy increased by 40 bps from May  https://t.co/6jAhcGV1tH,2,bkd brookdale senior living reports that june month end occupancy increased by 40 bps from may  ,0
"Fiscal support enacted in many countries during the Covid-19 pandemic helped to boost spending without increasing production, worsening inflation in some countries including the US, according to Fed research  https://t.co/Gl4wC9MG8q",1,fiscal support enacted in many countries during the covid19 pandemic helped to boost spending without increasing production worsening inflation in some countries including the us according to fed research  ,1
ADS-TEC Energy Group strengthens its management team  https://t.co/uw2v8T8ywk  https://t.co/d6ctbM0udJ,17,adstec energy group strengthens its management team    ,1
$NIU $ORCL $GBT,18,niu orcl gbt,0
"The Big Four accounting firms are showering staff with pay increases in Singapore, where an acute labor shortage is driving a fierce contest for talent  https://t.co/FE7o4u9Ik4",9,the big four accounting firms are showering staff with pay increases in singapore where an acute labor shortage is driving a fierce contest for talent  ,2
"S&amp;P 500 UNOFFICIALLY CLOSES DOWN 3.15 POINTS, OR 0.08 PERCENT, AT 3,899.47  DOW JONES UNOFFICIALLY CLOSES DOWN 48.41 POINTS, OR 0.15 PERCENT, AT 31,336.14  NASDAQ UNOFFICIALLY CLOSES UP 17.99 POINTS, OR 0.15 PERCENT, AT 11,639.34",15,sampp 500 unofficially closes down 315 points or 008 percent at 389947  dow jones unofficially closes down 4841 points or 015 percent at 3133614  nasdaq unofficially closes up 1799 points or 015 percent at 1163934,0
$VET - Vermillion Offers Protection To The Biggest Risk To The Market Right Now.  https://t.co/UDzFTAe6mJ #business #investing #markets,18,vet  vermillion offers protection to the biggest risk to the market right now   business investing markets,0
Agilent’s Certified Pre-Owned Instruments Program Receives Environmental Award  https://t.co/38pEP84fyG  https://t.co/SRSIvWtP88,2,agilents certified preowned instruments program receives environmental award    ,1
Electric vehicle startup Lordstown Motors names new CEO following Foxconn deal  https://t.co/XtQGoLImBb,17,electric vehicle startup lordstown motors names new ceo following foxconn deal  ,0
Higher prices for basic goods such as shampoo and diapers are forcing Americans to cut back on their purchases  https://t.co/t5KZAonV3L,14,higher prices for basic goods such as shampoo and diapers are forcing americans to cut back on their purchases  ,2
Retailer GameStop launched its long-awaited marketplace for NFTs just as sales of such digital artworks dry up amid the crypto industry crash  https://t.co/IrP3oysNKr,2,retailer gamestop launched its longawaited marketplace for nfts just as sales of such digital artworks dry up amid the crypto industry crash  ,1
"RUSSIA'S NOVATEK SAYS HYDROCARBON PRODUCTION TOTALED 316.6 MLN BOE IN FIRST HALF 2022, INCLUDING 40.89 BCM OF NATURAL GAS AND 5.8 MLN TONS OF LIQUIDS",2,russias novatek says hydrocarbon production totaled 3166 mln boe in first half 2022 including 4089 bcm of natural gas and 58 mln tons of liquids,0
Why Gap is a $5 stock  https://t.co/hHQ5yXCJlx by @BrianSozzi  https://t.co/iVyPBAiL3L,18,why gap is a 5 stock   by briansozzi  ,0
When did the Univ. of Michigan football team breakout into riding the Tour de France?   https://t.co/NFxXZuzwRe,9,when did the univ of michigan football team breakout into riding the tour de france   ,0
SAJID JAVID HAS DROPPED OUT OF UK LEADERSHIP CONTEST - SUN,16,sajid javid has dropped out of uk leadership contest  sun,0
$AMD $NVDA ripping!,18,amd nvda ripping,1
"NRG Energy, Inc. Announces Quarterly Dividend  https://t.co/PJS60PGScq  https://t.co/L1KUGwaCDr",4,nrg energy inc announces quarterly dividend    ,1
$SPY $SBUX $MSFT $AAL  More profits from the team! Beautiful day 💥  https://t.co/y9BlpNQrVB,18,spy sbux msft aal  more profits from the team beautiful day   ,1
@TrdrCl If lose 625 then 500 comes into play,18,trdrcl if lose 625 then 500 comes into play,0
Tory leadership hopefuls set out stall on tax cuts  https://t.co/2k5cV4a75T,16,tory leadership hopefuls set out stall on tax cuts  ,2
$LH: Laboratory Corp expands its automated clinical trial kit production line in Belgium  https://t.co/8uTLiAbCCK,2,lh laboratory corp expands its automated clinical trial kit production line in belgium  ,0
$ABB - ABB Q2 Earnings Preview  https://t.co/uCToNZj9aI,5,abb  abb q2 earnings preview  ,0
"ENI: GAZPROM INFORMED IT WILL DELIVER GAS VOLUMES FOR APPROXIMATELY 36 MILLION CUBIC METERS TODAY, COMPARED TO DAILY DELIVERIES OF APPROXIMATELY 21 MILLION CUBIC METERS MADE IN RECENT DAYS.",2,eni gazprom informed it will deliver gas volumes for approximately 36 million cubic meters today compared to daily deliveries of approximately 21 million cubic meters made in recent days,0
$AMYT - Amryt stock rises 11% on FDA orphan drug status for Mycapssa for rare tumor condition  https://t.co/xkh4lIKfCA,19,amyt  amryt stock rises 11 on fda orphan drug status for mycapssa for rare tumor condition  ,0
"Digi International to Release Third Fiscal Quarter 2022 Earnings Results and Host Conference Call on August 4, 2022  https://t.co/y66jiJSavc  https://t.co/H4KGd7fdXu",5,digi international to release third fiscal quarter 2022 earnings results and host conference call on august 4 2022    ,0
Spanish CPI EU Harmonised(M/M) Jun F: 1.9% (est 1.8%; prev 1.8%)  -Spanish CPI EU Harmonised (Y/Y) Jun F: 10.0% (est 10.0%; prev 10.0%),14,spanish cpi eu harmonisedmm jun f 19 est 18 prev 18  spanish cpi eu harmonised yy jun f 100 est 100 prev 100,0
China’s central bank injects additional liquidity into the financial system for the first time since June as a growing mortgage-payment boycott and a virus flareup leads to a sense of crisis  https://t.co/1cYYsvpBgI,1,chinas central bank injects additional liquidity into the financial system for the first time since june as a growing mortgagepayment boycott and a virus flareup leads to a sense of crisis  ,2
$VUZI - Vuzix receives initial volume waveguide order  https://t.co/Oto02lCTw4,2,vuzi  vuzix receives initial volume waveguide order  ,0
"$KNYJF - KONE Oyj GAAP EPS of €0.51, revenue of €4.99B  https://t.co/h1mLbzpocq",7,knyjf  kone oyj gaap eps of 051 revenue of 499b  ,0
$ECONX: June Capacity Utilization 80.0% vs 80.0%  https://t.co/M9gpUZQoF7 Consensus; prior revised to 80.3% from 79.0%  https://t.co/5arViEEtwz,14,econx june capacity utilization 800 vs 800   consensus prior revised to 803 from 790  ,0
Jan. 6 committee hearing to examine the role extremist groups played in the Capitol riot  https://t.co/kwamWsJvgz,16,jan 6 committee hearing to examine the role extremist groups played in the capitol riot  ,0
Red Hat helped IBM turn around years of stagnant growth — its new CEO promises more of the same  https://t.co/0s5Sg1yrWX,2,red hat helped ibm turn around years of stagnant growth  its new ceo promises more of the same  ,1
"White House's Sullivan, Asked About Oil Output, Says There Is Capacity For Further Steps That Can Be Taken #OOTT",6,white houses sullivan asked about oil output says there is capacity for further steps that can be taken oott,0
"Key gas pipeline from Russia to Europe restarts, but well short of capacity  https://t.co/1rNV5lkBhi",6,key gas pipeline from russia to europe restarts but well short of capacity  ,1
"Biden says inflation reading 'unacceptably high,' but 'also out-of-date'  https://t.co/mcHK43pnRo",14,biden says inflation reading unacceptably high but also outofdate  ,2
Bank of America fined $225 mln for 'botched' disbursement of jobless benefits during pandemic  https://t.co/QTqC6ixTzr  https://t.co/keqFqGCLha,12,bank of america fined 225 mln for botched disbursement of jobless benefits during pandemic    ,0
"An Ohio man was charged with raping a 10-year-old girl who had to travel for an abortion, a case which drew national attention after some conservatives questioned whether the case was real  https://t.co/WFSgfqvAiC",9,an ohio man was charged with raping a 10yearold girl who had to travel for an abortion a case which drew national attention after some conservatives questioned whether the case was real  ,0
$EQC.PD - Equity Commonwealth Cum Conv Pfd Shs Series D declares $0.4063 dividend  https://t.co/PpII8bCpKL,4,eqcpd  equity commonwealth cum conv pfd shs series d declares 04063 dividend  ,0
Industrial Logistics Properties Trust Reduces Dividend for Second Quarter to $0.01 Per Share  https://t.co/PQxrVd0U40  https://t.co/OTGltSNIdj,4,industrial logistics properties trust reduces dividend for second quarter to 001 per share    ,2
"Global talks to reshape corporate tax rules are taking longer than planned, and negotiators fear that the delay until mid-2023 could sink the proposal   https://t.co/GUblCKfr8O",14,global talks to reshape corporate tax rules are taking longer than planned and negotiators fear that the delay until mid2023 could sink the proposal   ,2
Kolibri Announces 2022 AGM Results  https://t.co/LSgA9PwzXF  https://t.co/rk8m6W1WfX,2,kolibri announces 2022 agm results    ,0
State Street Global Advisors appoints Jennifer Taylor as Head of Emerging Market Debt  https://t.co/0yIiCt0nPp  https://t.co/ptLCz6c3lr,17,state street global advisors appoints jennifer taylor as head of emerging market debt    ,0
$VRRM: Verra Mobility raises FY22 revenue and adjusted EBITDA guidance  https://t.co/6snSWAe8Sp,7,vrrm verra mobility raises fy22 revenue and adjusted ebitda guidance  ,0
"But, but, inflation.",9,but but inflation,2
$MMM - 3M Has 64th Annual Dividend Increase Despite Headwinds And Legal Risk.  https://t.co/iRjwY4udOa #trading #investing #economy,4,mmm  3m has 64th annual dividend increase despite headwinds and legal risk   trading investing economy,1
Civeo Announces Second Quarter 2022 Earnings Conference Call  https://t.co/fgFIN1HEbP  https://t.co/4Kay1iFQj3,5,civeo announces second quarter 2022 earnings conference call    ,0
WeWork Debuts WeWork Workplace; Software to Help Companies and Employees Navigate a New World of Work  https://t.co/UAWqgBfESw  https://t.co/XY5146KgVf,2,wework debuts wework workplace software to help companies and employees navigate a new world of work    ,0
$LH: Laboratory Corp forms strategic partnership with MD Anderson Cancer Center Foundation Spain  https://t.co/BQOnadyi7g,2,lh laboratory corp forms strategic partnership with md anderson cancer center foundation spain  ,0
Paragraf® Announces Innovate UK Biomedical Catalyst Grant Award to Develop the First Proof of Concept Graphene-based Diagnostic Test to Immediately Identify Patients Who Need an Antibiotic Treatment  https://t.co/sgj4pcG9k6  https://t.co/qo0iIi4NA0,2,paragraf announces innovate uk biomedical catalyst grant award to develop the first proof of concept graphenebased diagnostic test to immediately identify patients who need an antibiotic treatment    ,1
$ETWO - E2open Parent Holdings: Massive Potential.  https://t.co/OKSUa26iYN #economy #investing #stocks,18,etwo  e2open parent holdings massive potential   economy investing stocks,0
DeAnn Golden Appointed President &amp; CEO of Berkshire Hathaway HomeServices Georgia Properties  https://t.co/C2x6NJMe8M  https://t.co/EiXL1ILCO2,17,deann golden appointed president amp ceo of berkshire hathaway homeservices georgia properties    ,0
AIR Communities Announces Dates for Second Quarter 2022 Earnings Release and Conference Call  https://t.co/98PtNSiUWv  https://t.co/GHHfwQLbh8,5,air communities announces dates for second quarter 2022 earnings release and conference call    ,0
Apple is looking to slow hiring and spending next year to brace for a potential economic downturn  https://t.co/q8kHMmCzxo  https://t.co/o01sycDjcM,2,apple is looking to slow hiring and spending next year to brace for a potential economic downturn    ,2
Meta has a new AI tool to fight misinformation—and it's using Wikipedia to train itself (via @CNBCMakeIt)  https://t.co/ZrnT5W9LwN,2,meta has a new ai tool to fight misinformationand its using wikipedia to train itself via cnbcmakeit  ,0
From Breakingviews - ECB risks forgetting 1990s currency crisis lessons  https://t.co/q4KsaWIPHv,1,from breakingviews  ecb risks forgetting 1990s currency crisis lessons  ,2
Fed's Bullard Says ‘Relatively Soft Landing’ Is Still His Base Case,1,feds bullard says relatively soft landing is still his base case,2
$HFFG - HF Foods appoints Carlos Rodriguez as CFO  https://t.co/eQfl7AGHb9,17,hffg  hf foods appoints carlos rodriguez as cfo  ,0
"$BVFL - BV Financial GAAP EPS of $0.37, revenue of $8.12M  https://t.co/F7JaesJuCa",7,bvfl  bv financial gaap eps of 037 revenue of 812m  ,0
$VZ - It's The Best Time In 20 Years To Buy 5.1% Yielding Verizon.  https://t.co/0GfRghRr6l #trading #stockmarket #investing,18,vz  its the best time in 20 years to buy 51 yielding verizon   trading stockmarket investing,1
Officials warn electricity grids could be pushed to the brink of blackouts.  Now the market is sending its own unambiguous distress signal (via @climate)  https://t.co/Epw7Mw312B,6,officials warn electricity grids could be pushed to the brink of blackouts  now the market is sending its own unambiguous distress signal via climate  ,2
Three Arrows Capital liquidators seek to preserve hedge fund's Singapore assets - report  https://t.co/NbG7tTSfyi,2,three arrows capital liquidators seek to preserve hedge funds singapore assets  report  ,0
"It will take almost a lifetime — or seven decades — for US colleges and universities to achieve racial parity among its freshman class, according to analysis by McKinsey &amp; Co.  https://t.co/MmmwhPxY35",9,it will take almost a lifetime  or seven decades  for us colleges and universities to achieve racial parity among its freshman class according to analysis by mckinsey amp co  ,0
"The race to succeed Boris Johnson as Conservative leader is gathering pace, with five contenders now competing for the backing of Tory MPs to make the final shortlist of two that will be voted on by party members.   Find out more in our tracker here:  https://t.co/1P8yib0LzE  https://t.co/HeRdyw5HEV",16,the race to succeed boris johnson as conservative leader is gathering pace with five contenders now competing for the backing of tory mps to make the final shortlist of two that will be voted on by party members   find out more in our tracker here    ,0
"Grocery- and liquor-delivery startup Gopuff is cutting 10% of its global workforce, with about 1,500 jobs to be cut, and shuttering 76 warehouses across the U.S. in an effort to cut costs.  https://t.co/2k1st5IE6U",2,grocery and liquordelivery startup gopuff is cutting 10 of its global workforce with about 1500 jobs to be cut and shuttering 76 warehouses across the us in an effort to cut costs  ,0
UK Index Of Services (3M/3M) May: 0.1% (est -0.1%; prevR 0.2%)  - UK Index Of Services (M/M) May: 0.4% (est 0.1%; prevR -0.2%),14,uk index of services 3m3m may 01 est 01 prevr 02   uk index of services mm may 04 est 01 prevr 02,0
"In the cryptopian vision of a perfect future, one without centralized exchanges, something like 3AC’s collapse isn’t supposed to happen  https://t.co/Fj8WX0TSvJ",9,in the cryptopian vision of a perfect future one without centralized exchanges something like 3acs collapse isnt supposed to happen  ,0
$FEIM - Frequency Electronics names chief scientist McClelland as interim CEO  https://t.co/1XV9YtAR9n,17,feim  frequency electronics names chief scientist mcclelland as interim ceo  ,0
$KBWY - Invesco KBW Premium Yield Equity REIT ETF declares monthly distribution of $0.1351  https://t.co/mw4cAls0WS,4,kbwy  invesco kbw premium yield equity reit etf declares monthly distribution of 01351  ,0
EU chief diplomat Josep Borrell hopes for Ukraine grain deal ‘this week’  https://t.co/gBDQ5GlJAV,14,eu chief diplomat josep borrell hopes for ukraine grain deal this week  ,0
Citi $C out of left-field smashes estimates after all the other Banks missed...of course that's the name Buffett bought last quarter 🐐,7,citi c out of leftfield smashes estimates after all the other banks missedof course thats the name buffett bought last quarter ,2
"Egg supplies are likely to remain tight even as one of the worst-ever bird flu outbreaks shows signs of slowing, according to the biggest US producer  https://t.co/DGxkt9y0ux",14,egg supplies are likely to remain tight even as one of the worstever bird flu outbreaks shows signs of slowing according to the biggest us producer  ,2
$SHIB.X $BTC.X $ETH.X $DOGE.X crypto traders !!  https://t.co/fYFB1XVk7K,18,shibx btcx ethx dogex crypto traders   ,0
"$NETI: Eneti: Scorpio Holdings Ltd purchased 153,825 common shares at average price of $5.25  https://t.co/AwQqQYgnyB",2,neti eneti scorpio holdings ltd purchased 153825 common shares at average price of 525  ,0
$RIO $RTNTF $RTPPF - Rio Tinto: Don't Overthink This 13% Yield.  https://t.co/nK8sIvW4GS #investing #finance #trading,18,rio rtntf rtppf  rio tinto dont overthink this 13 yield   investing finance trading,0
NCR is in exclusive talks to be sold to private-equity firm Veritas Capital  https://t.co/vkDBDSzke8,13,ncr is in exclusive talks to be sold to privateequity firm veritas capital  ,0
#Energy showing weakness $XLE $XLP $XLB $XLI $XLF $XLV $XLK $XLY $HES $OXY $CL_F $SPY $QQQ $DIA $SPX $COMPQ $DJIA  https://t.co/LzEmmlQJhI #economy #stockmarket,6,energy showing weakness xle xlp xlb xli xlf xlv xlk xly hes oxy cl_f spy qqq dia spx compq djia   economy stockmarket,2
$ST - Sensata Technologies declares $0.11 dividend  https://t.co/qABBaW9VRb,4,st  sensata technologies declares 011 dividend  ,0
"Sephora, the cosmetics retailer owned by LVMH, agreed to sell its Russian subsidiary, making it the latest brand to pull out of the country  https://t.co/7oolFZ3cBo",13,sephora the cosmetics retailer owned by lvmh agreed to sell its russian subsidiary making it the latest brand to pull out of the country  ,0
Edison Partners Promotes Robert Dickey to Principal  https://t.co/iCxwIbx5CA  https://t.co/QPHXtZJt2g,17,edison partners promotes robert dickey to principal    ,0
Poland's central bank chief says the zloty’s recent depreciation isn’t enough to delay inflation peak beyond the third quarter  https://t.co/hVXONvaHGx,1,polands central bank chief says the zlotys recent depreciation isnt enough to delay inflation peak beyond the third quarter  ,0
"Federal Reserve Bank of St. Louis President James Bullard said markets have priced in a lot of central bank rate rises, and it is up to the Fed to deliver on investor expectations.  https://t.co/ZVl2k5SJ2J",1,federal reserve bank of st louis president james bullard said markets have priced in a lot of central bank rate rises and it is up to the fed to deliver on investor expectations  ,0
$DUK: Duke Energy increases quarterly cash dividend to $1.005/share from $0.985/share  https://t.co/nj8Z440FEm,4,duk duke energy increases quarterly cash dividend to 1005share from 0985share  ,1
Laserfiche Appoints Karl Chan as Chief Executive Officer  https://t.co/EeTxk8a8j5  https://t.co/MAc6AtBLVc,17,laserfiche appoints karl chan as chief executive officer    ,0
Italian Prime Minister Draghi Will See President Mattarella On Thursday - RTRS Source,16,italian prime minister draghi will see president mattarella on thursday  rtrs source,0
Pontera and Hilltop Wealth Advisors Announce Partnership to Improve Client Retirement Outcomes  https://t.co/CIsaNleDgB  https://t.co/rj5vGElS6K,2,pontera and hilltop wealth advisors announce partnership to improve client retirement outcomes    ,1
US railroad logjams face a slow recovery amid labor market woes  https://t.co/W8CT5FvP4D,14,us railroad logjams face a slow recovery amid labor market woes  ,2
$SAP - SAP announces additional €500M share repurchase program  https://t.co/HNfJFKz4kW,2,sap  sap announces additional 500m share repurchase program  ,0
"@KellerTrading Nice, would line up as a key level from prior crypto Winter high",18,kellertrading nice would line up as a key level from prior crypto winter high,0
The UAE aims to continue using its hydrocarbon wealth to attract international investors as the Persian Gulf state aims to expand its economy and prepare for a post-oil age  https://t.co/njBuPo4Gbx,6,the uae aims to continue using its hydrocarbon wealth to attract international investors as the persian gulf state aims to expand its economy and prepare for a postoil age  ,0
Dwight Capital &amp; Dwight Mortgage Trust Close Q2 2022 with $297.6MM in Seniors &amp; Healthcare Financings  https://t.co/bEwz1XpLNu  https://t.co/Tyi2dF3JlU,2,dwight capital amp dwight mortgage trust close q2 2022 with 2976mm in seniors amp healthcare financings    ,0
"Drug lord Rafael Caro Quintero, who was behind the killing of a DEA agent in 1985, has been captured by Mexican forces nearly a decade after walking out of a Mexican prison and returning to drug trafficking. Via @AP  https://t.co/URdICdiQGU",9,drug lord rafael caro quintero who was behind the killing of a dea agent in 1985 has been captured by mexican forces nearly a decade after walking out of a mexican prison and returning to drug trafficking via ap  ,0
"Biden meets with Saudi Arabia’s Mohammed bin Salman for the first time in Jeddah, effectively putting an end to the US leader's efforts to shun the crown prince  https://t.co/yLo2vEQ3Gg  https://t.co/rpyIAtId44",16,biden meets with saudi arabias mohammed bin salman for the first time in jeddah effectively putting an end to the us leaders efforts to shun the crown prince    ,0
ESAB Corporation Schedules Second Quarter 2022 Earnings Release and Conference Call  https://t.co/A29UKkvJx5  https://t.co/7bZdPFntix,5,esab corporation schedules second quarter 2022 earnings release and conference call    ,0
"$AIMC - Altra Industrial: Beneficial Outlook, And The Stock Appears Cheap.  https://t.co/1RVbzLfDuD #stocks #investing #stockmarket",18,aimc  altra industrial beneficial outlook and the stock appears cheap   stocks investing stockmarket,1
$KBWB $XLF $IYG - Financial ETFs slide as bank earnings come up shallow  https://t.co/pAxRPrLMyZ,19,kbwb xlf iyg  financial etfs slide as bank earnings come up shallow  ,0
$GOOG $GOOGL - Google: Fear Creates An Opportunity For Patient Investors.  https://t.co/I1W89cpER7 #economy #trading #investing,18,goog googl  google fear creates an opportunity for patient investors   economy trading investing,1
"$AAL - American Airlines notches record revenue, pushes profitability focus  https://t.co/J6GuxXN9TV",7,aal  american airlines notches record revenue pushes profitability focus  ,1
$SYAAF $SRHYY - Syrah Resources Ltd (SYAAF) CEO Shaun Verner on Q2 2022 Results - Earnings Call Transcript.  https://t.co/MEOTZXE6pf #trading #business #investing,5,syaaf srhyy  syrah resources ltd syaaf ceo shaun verner on q2 2022 results  earnings call transcript   trading business investing,0
"Mario Draghi has signaled that he’s determined to resign as Italy’s prime minister next week, sources say  https://t.co/nzMAbpL1NT",16,mario draghi has signaled that hes determined to resign as italys prime minister next week sources say  ,0
Ides Capital Sends Letter to Monro Board of Directors  https://t.co/iVwyU95T20  https://t.co/FEPCPeaX2E,2,ides capital sends letter to monro board of directors    ,0
PepsiCo is kicking off earnings season with better-than-expected second quarter earnings  https://t.co/yqWKXouuxn,5,pepsico is kicking off earnings season with betterthanexpected second quarter earnings  ,1
"$TSLA (-0.2% pre) Tesla added 32 Supercharger stations in China during the month of June, expects to add more in 26 cities in July - SA   https://t.co/duus6LyBJj",19,tsla 02 pre tesla added 32 supercharger stations in china during the month of june expects to add more in 26 cities in july  sa   ,0
"Morgan Stanley bearish on auto sector, but ‘constructive’ on GM, Ford  https://t.co/NBpsfftv4N by @Pras_S  https://t.co/Yf5hKVkU3D",0,morgan stanley bearish on auto sector but constructive on gm ford   by pras_s  ,2
"$TSLA outside reversal day, on decent volume. Held key wkly low. Paused at 1 month descending tl.  https://t.co/y9zbE5Y5pP",18,tsla outside reversal day on decent volume held key wkly low paused at 1 month descending tl  ,0
"China Evergrande has yet to reach an agreement with bondholders, but still plans to release an update on restructuring talks in July  https://t.co/wRQejSyFWP",3,china evergrande has yet to reach an agreement with bondholders but still plans to release an update on restructuring talks in july  ,0
Ukraine’s refugee cancer patients are starting to go home  https://t.co/xq5pKI8Jpc,9,ukraines refugee cancer patients are starting to go home  ,0
$CDR.PB - Cedar Realty Trust Inc Cum Red Pfd Registered Series B declares $0.4531 dividend  https://t.co/iecPtH6WQf,4,cdrpb  cedar realty trust inc cum red pfd registered series b declares 04531 dividend  ,0
From Breakingviews - Draghi’s exit is bad news for Italy and the euro  https://t.co/94vwMGDX3O,9,from breakingviews  draghis exit is bad news for italy and the euro  ,2
"$SUMRX: Asian Markets Close: Nikkei +0.6%, Hang Seng -0.2%, Shanghai -0.1%  https://t.co/k1bk7E4Cjf",15,sumrx asian markets close nikkei 06 hang seng 02 shanghai 01  ,0
U.K. inflation jumps 9.4% in June to fresh four-decade high  https://t.co/rvPZWJdNGO,14,uk inflation jumps 94 in june to fresh fourdecade high  ,1
